projectname;loc;compilationunit;functiontype;siblings;wrapperif;conditionalcase;conditionalelif;parameter;expression;undisciplinedknown;undisciplinedunknown;disciplined/overallblocks;overallblocks
MPV-Player-2022;139874;101;163;203;0;0;0;2;2;4;14;0.962886597938;485
