projectname;loc;compilationunit;functiontype;siblings;wrapperif;conditionalcase;conditionalelif;parameter;expression;undisciplinedknown;undisciplinedunknown;disciplined/overallblocks;overallblocks
Msysgit-1.7.9;210960;2041;232;2077;1;0;0;0;15;16;971;0.815064643058;5337
